Transaction Date,Post Date,Description,Category,Type, Amount ,Memo
10/16/2025,10/19/2025,FEUILLES FOLIES,Shopping,Sale, $(4.43),Note book
10/16/2025,10/17/2025,Dott bike ride,Travel,Sale, $(1.57),
10/16/2025,10/17/2025,Dott bike ride,Travel,Sale, $(1.57),
10/16/2025,10/17/2025,Dott bike ride,Travel,Sale, $(1.57),
10/16/2025,10/17/2025,HAKOL,Food & Drink,Breakfast/Lunch, $(10.49),
10/16/2025,10/17/2025,Celio,Shopping,Sale, $(83.86),Clothes
10/16/2025,10/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
10/17/2025,10/19/2025,Dott bike ride,Travel,Sale, $(1.58),
10/17/2025,10/19/2025,Dott bike ride,Travel,Sale, $(1.58),
10/18/2025,10/20/2025,JANINE ET FELICI,Food & Drink,Drinks, $(17.60),
10/18/2025,10/20/2025,Dott bike ride,Travel,Sale, $(1.58),
10/18/2025,10/20/2025,JANINE ET FELICI,Food & Drink,Drinks, $(7.62),
10/18/2025,10/20/2025,JANINE ET FELICI,Food & Drink,Drinks, $(7.62),
10/18/2025,10/19/2025,Dott bike ride,Travel,Sale, $(1.58),
10/18/2025,10/19/2025,Dott bike ride,Travel,Sale, $(1.58),
10/18/2025,10/19/2025,MAGNOLIA,Food & Drink,Snacks, $(4.69),
10/18/2025,10/19/2025,LE PAIN D'OR,Food & Drink,Breakfast/Lunch, $(9.38),
10/18/2025,10/19/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(3.99),
10/19/2025,10/21/2025,NOODLE FOOD     2186048,Food & Drink,Breakfast/Lunch, $(21.94),
10/19/2025,10/21/2025,THE MOOSE,Food & Drink,Drinks, $(9.03),
10/19/2025,10/21/2025,THE MOOSE,Food & Drink,Drinks, $(8.21),
10/19/2025,10/21/2025,THE MOOSE,Food & Drink,Drinks, $(8.21),
10/19/2025,10/20/2025,Dott bike ride,Travel,Sale, $(1.58),
10/19/2025,10/20/2025,Dott wallet top up,Travel,Sale, $(5.87),
10/19/2025,10/20/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.56),
10/19/2025,10/20/2025,TGTG,Groceries,Sale, $(10.55),
10/19/2025,10/20/2025,TABAC DU LION,Food & Drink,Drinks, $(8.21),
10/19/2025,10/19/2025,Dott bike ride,Travel,Sale, $(1.58),
10/20/2025,10/22/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(11.73),
10/20/2025,10/21/2025,LUCIE BIO,Food & Drink,Breakfast/Lunch, $(8.09),
10/20/2025,10/21/2025,Stisi Market,Groceries,Snacks, $(4.09),
10/21/2025,10/22/2025,LIDL,Groceries,Sale, $(40.06),
10/21/2025,10/22/2025,Dott bike ride,Travel,Sale, $(0.47),
10/21/2025,10/22/2025,Dott bike ride,Travel,Sale, $(1.58),
10/21/2025,10/22/2025,Dott bike ride,Travel,Sale, $(1.58),
10/21/2025,10/22/2025,MAISON LANDEMAIN,Food & Drink,Breakfast/Lunch, $(8.99),
10/21/2025,10/22/2025,Chicken Stand,Groceries,Sale, $(11.68),
10/21/2025,10/22/2025,Eggs,Groceries,Sale, $(8.76),
10/22/2025,10/23/2025,Dott bike ride,Travel,Sale, $(1.57),
10/22/2025,10/23/2025,Dott bike ride,Travel,Sale, $(1.57),
10/23/2025,10/24/2025,Dott bike ride,Travel,Sale, $(1.57),
10/23/2025,10/24/2025,Dott bike ride,Travel,Sale, $(1.57),
10/23/2025,10/23/2025,IDFM,Travel,Sale, $(48.82),Technically Euros
10/24/2025,10/26/2025,Dott bike ride,Travel,Sale, $(1.57),
10/25/2025,10/26/2025,MONOPRIX,Groceries,Sale, $(19.52),
10/25/2025,10/26/2025,Dott bike ride,Travel,Sale, $(1.57),
10/25/2025,10/26/2025,MAGNOLIA,Food & Drink,Snacks, $(5.24),
10/25/2025,10/26/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(29.06),
10/26/2025,10/28/2025,THE MOOSE,Food & Drink,Drinks, $(17.94),
10/26/2025,10/28/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(9.32),
10/26/2025,10/28/2025,THE MOOSE,Food & Drink,Drinks, $(8.16),
10/26/2025,10/27/2025,TANGO 3.0,Food & Drink,Drinks, $(64.08),Round
10/26/2025,10/27/2025,Dott bike ride,Travel,Sale, $(1.57),
10/26/2025,10/27/2025,BK BERCY,Food & Drink,Breakfast/Lunch, $(14.80),
10/26/2025,10/27/2025,TANGO 3.0,Entertainment,Sale, $(16.31),Cover
10/26/2025,10/27/2025,TANGO 3.0,Food & Drink,Drinks, $(8.16),
10/26/2025,10/27/2025,Stisi Market,Groceries,Sale, $(7.26),
10/26/2025,10/27/2025,Stisi Market,Groceries,Sale, $(5.15),
10/26/2025,10/26/2025,Dott bike ride,Travel,Sale, $(1.57),
10/27/2025,10/29/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(9.32),
10/27/2025,10/28/2025,Dott bike ride,Travel,Sale, $(1.57),
10/27/2025,10/28/2025,Dott bike ride,Travel,Sale, $(1.57),
10/27/2025,10/28/2025,Dott bike ride,Travel,Sale, $(1.57),
10/27/2025,10/28/2025,Stisi Market,Groceries,Snacks, $(2.90),
10/28/2025,10/29/2025,LIDL,Groceries,Sale, $(17.01),
10/28/2025,10/29/2025,Chicken Stand,Groceries,Sale, $(16.31),
10/28/2025,10/29/2025,Dott bike ride,Travel,Sale, $(1.57),
10/28/2025,10/29/2025,Dott bike ride,Travel,Sale, $(1.57),
10/28/2025,10/29/2025,SC-COMPTOIR CHAR,Food & Drink,Snacks, $(4.20),
10/28/2025,10/29/2025,Eggs,Groceries,Sale, $(12.24),
10/29/2025,10/31/2025,CURIOSITA'      4298823,Food & Drink,Breakfast/Lunch, $(15.64),
10/29/2025,10/30/2025,Dott bike ride,Travel,Sale, $(1.58),
10/29/2025,10/30/2025,PARIS AQUATIQUE,Health & Wellness,Sale, $(155.97),Water Polo Dues
10/29/2025,10/30/2025,LIDL,Groceries,Sale, $(14.76),
10/30/2025,10/31/2025,Dott bike ride,Travel,Sale, $(1.58),
10/30/2025,10/31/2025,Dott bike ride,Travel,Sale, $(1.58),
10/30/2025,10/31/2025,DICE.FM,Entertainment,Sale, $(27.42),
10/30/2025,10/31/2025,Stisi Market,Groceries,Sale, $(6.46),
10/31/2025,11/2/2025,Dott bike ride,Travel,Sale, $(1.57),
11/1/2025,11/2/2025,Dott bike ride,Travel,Sale, $(1.56),
11/1/2025,11/2/2025,Dott bike ride,Travel,Sale, $(1.56),
11/1/2025,11/2/2025,Dott bike ride,Travel,Sale, $(1.56),
11/1/2025,11/2/2025,SHOTGUN* SUBLIME,Entertainment,Sale, $(21.40),
11/1/2025,11/2/2025,Sunday*Bouillon Republiqu,Food & Drink,Dinner, $(42.25),
11/2/2025,11/4/2025,THE MOOSE,Food & Drink,Drinks, $(55.58),
11/2/2025,11/3/2025,Dott bike ride,Travel,Sale, $(1.56),
11/2/2025,11/3/2025,Dott bike ride,Travel,Sale, $(1.56),
11/2/2025,11/2/2025,UBER   *TRIP,Travel,Sale, $(24.59),
11/2/2025,11/2/2025,LE ROND POINT,Food & Drink,Dinner, $(25.47),
11/3/2025,11/5/2025,EVI EVANE,Food & Drink,Breakfast/Lunch, $(8.11),
11/3/2025,11/4/2025,Dott bike ride,Travel,Sale, $(1.56),
11/3/2025,11/4/2025,Dott bike ride,Travel,Sale, $(1.56),
11/3/2025,11/4/2025,TGTG dgqktn5yeq4r0,Food & Drink,Breakfast/Lunch, $(6.70),
11/3/2025,11/4/2025,SC.BOULANGERIE,Food & Drink,Breakfast/Lunch, $(8.57),
11/3/2025,11/4/2025,SQ *MOON CROISSANT,Food & Drink,Breakfast/Lunch, $(11.58),
11/3/2025,11/4/2025,PHARMACIE BELDA,Health & Wellness,Sale, $(18.41),Contact Solution
11/4/2025,11/5/2025,Chicken Stand,Groceries,Sale, $(23.08),
11/4/2025,11/5/2025,LIDL,Groceries,Sale, $(21.27),
11/4/2025,11/5/2025,Dott bike ride,Travel,Sale, $(1.56),
11/4/2025,11/5/2025,Dott bike ride,Travel,Sale, $(1.56),
11/4/2025,11/5/2025,Dott bike ride,Travel,Sale, $(1.56),
11/4/2025,11/5/2025,Dott bike ride,Travel,Sale, $(7.33),
11/4/2025,11/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
11/4/2025,11/5/2025,PETIT JEAN,Food & Drink,Drinks, $(7.96),
11/5/2025,11/6/2025,Dott bike ride,Travel,Sale, $(1.56),
11/5/2025,11/6/2025,DICE.FM,Entertainment,Sale, $(30.57),
11/5/2025,11/6/2025,ROYALCHEESE,Shopping,Sale, $(448.71),Shoes
11/5/2025,11/5/2025,Dott bike ride,Travel,Sale, $(1.56),
11/6/2025,11/7/2025,Dott bike ride,Travel,Sale, $(1.55),
11/6/2025,11/7/2025,CAFAC,Entertainment,Sale, $(9.20),Movie
11/6/2025,11/7/2025,WANO,Food & Drink,Breakfast/Lunch, $(11.50),
11/7/2025,11/9/2025,Dott bike ride,Travel,Sale, $(1.56),
11/7/2025,11/9/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(26.66),
11/8/2025,11/9/2025,Dott bike ride,Travel,Sale, $(1.56),
11/8/2025,11/9/2025,Dott bike ride,Travel,Sale, $(1.56),
11/8/2025,11/9/2025,Dott bike ride,Travel,Sale, $(1.56),
11/8/2025,11/9/2025,NETFLIX.COM,Bills & Utilities,Sale, $(9.26),
11/8/2025,11/9/2025,H               4256060,Food & Drink,Drinks, $(5.80),
11/9/2025,11/11/2025,THE MOOSE,Food & Drink,Drinks, $(17.39),
11/9/2025,11/11/2025,THE MOOSE,Food & Drink,Drinks, $(8.11),
11/9/2025,11/10/2025,Dott bike ride,Travel,Sale, $(1.56),
11/9/2025,11/10/2025,Dott bike ride,Travel,Sale, $(1.56),
11/9/2025,11/10/2025,GXK,Food & Drink,Dinner, $(10.32),
11/9/2025,11/10/2025,Stisi Market,Groceries,Sale, $(6.32),
11/10/2025,11/11/2025,Dott bike ride,Travel,Sale, $(1.56),
11/10/2025,11/11/2025,Dott bike ride,Travel,Sale, $(1.56),
11/10/2025,11/11/2025,ERNEST ET VALENT,Food & Drink,Breakfast/Lunch, $(6.84),
11/10/2025,11/11/2025,LIDL,Groceries,Sale, $(9.25),
11/11/2025,11/12/2025,SC-COMPTOIR CHAR,Food & Drink,Breakfast/Lunch, $(7.65),
11/11/2025,11/12/2025,Chicken Stand,Groceries,Sale, $(13.90),
11/11/2025,11/12/2025,Eggs,Groceries,Sale, $(8.69),
11/12/2025,11/13/2025,Dott bike ride,Travel,Sale, $(1.57),
11/12/2025,11/13/2025,TGTG th6dbs1d86t80,Food & Drink,Dinner, $(11.60),
11/12/2025,11/13/2025,LS MENSCH,Food & Drink,Breakfast/Lunch, $(18.57),
11/13/2025,11/14/2025,LIDL,Groceries,Sale, $(25.95),
11/13/2025,11/14/2025,Dott bike ride,Travel,Sale, $(1.57),
11/14/2025,11/17/2025,LE MONTEBELLO,Food & Drink,Drinks, $(13.99),
11/14/2025,11/17/2025,LE MONTEBELLO,Food & Drink,Drinks, $(13.99),
11/14/2025,11/16/2025,Dott bike ride,Travel,Sale, $34.73 ,
11/14/2025,11/16/2025,Dott bike ride,Travel,Sale, $(1.57),
11/14/2025,11/16/2025,Dott bike ride,Travel,Sale, $(36.55),
11/14/2025,11/16/2025,ERIK 15,Food & Drink,Drinks, $(10.49),
11/15/2025,11/16/2025,THE GREEN LINNET,Food & Drink,Drinks, $(17.02),
11/15/2025,11/16/2025,Dott bike ride,Travel,Sale, $(1.57),
11/15/2025,11/16/2025,Dott bike ride,Travel,Sale, $(1.57),
11/15/2025,11/16/2025,Dott bike ride,Travel,Sale, $(1.57),
11/15/2025,11/16/2025,CENTRE DE LOISIR,Entertainment,Sale, $(4.66),Coat Check
11/15/2025,11/16/2025,Bolt,Travel,Sale, $(10.72),Rideshare
11/15/2025,11/16/2025,DYHIA FOOD,Food & Drink,Dinner, $(14.57),
11/15/2025,11/16/2025,PIED DE COCHON  4884054,Food & Drink,Dinner, $(22.73),
11/15/2025,11/16/2025,CENTRE DE LOISIR,Entertainment,Sale, $(65.27),2 Person Entrance + 2 drinks each
11/16/2025,11/18/2025,THE MOOSE,Food & Drink,Drinks, $(45.46),Includes Dinner
11/16/2025,11/17/2025,OSULLIVANS REBEL,Food & Drink,Drinks, $(20.98),
11/16/2025,11/17/2025,Dott bike ride,Travel,Sale, $(1.57),
11/16/2025,11/17/2025,WALLABIES,Entertainment,Sale, $(4.66),Coat Check
11/16/2025,11/17/2025,WALLABIES,Food & Drink,Drinks, $(17.48),
11/16/2025,11/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
11/16/2025,11/17/2025,WALLABIES,Entertainment,Sale, $(26.81),
11/16/2025,11/17/2025,OSULLIVANS REBEL,Food & Drink,Drinks, $(10.49),
11/16/2025,11/17/2025,TABAC CHATELET  2011307,Food & Drink,Drinks, $(9.32),
11/16/2025,11/16/2025,Dott bike ride,Travel,Sale, $(1.57),
11/16/2025,11/16/2025,Free Mobile,Bills & Utilities,Sale, $(34.16),Technically Euros
11/16/2025,11/16/2025,THE GREEN LINNET,Food & Drink,Drinks, $(6.99),
11/17/2025,11/18/2025,LIDL,Groceries,Sale, $(19.15),
11/17/2025,11/18/2025,Dott bike ride,Travel,Sale, $(1.57),
11/17/2025,11/18/2025,Dott bike ride,Travel,Sale, $(1.57),
11/17/2025,11/18/2025,HELLOASSO* ADHESION,Entertainment,Sale, $(11.66),
11/17/2025,11/18/2025,SHOTGUN* PHANTOM,Entertainment,Sale, $(35.71),
11/17/2025,11/17/2025,Dott bike ride,Travel,Sale, $(1.57),
11/18/2025,11/19/2025,Dott bike ride,Travel,Sale, $(1.57),
11/18/2025,11/19/2025,Dott bike ride,Travel,Sale, $(1.57),
11/18/2025,11/19/2025,SC.FRANPRIX,Groceries,Sale, $(7.95),
11/19/2025,11/20/2025,Dott bike ride,Travel,Sale, $(1.57),
11/19/2025,11/20/2025,Stisi Market,Groceries,Snacks, $(2.89),
11/20/2025,11/21/2025,Dott bike ride,Travel,Sale, $(1.57),
11/20/2025,11/21/2025,Dott bike ride,Travel,Sale, $(1.57),
11/20/2025,11/21/2025,Sunday*La Creme De Paris,Food & Drink,Breakfast/Lunch, $(13.68),
11/20/2025,11/21/2025,SC.FRANPRIX,Groceries,Sale, $(17.04),
11/21/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/21/2025,11/23/2025,AU PAIN DU CAVAL,Food & Drink,Dinner, $(9.24),
11/22/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/22/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/22/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/22/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/22/2025,11/23/2025,DELICE PIZZA    4227583,Food & Drink,Breakfast/Lunch, $(6.93),
11/22/2025,11/23/2025,H               4256060,Food & Drink,Drinks, $(6.70),
11/22/2025,11/23/2025,H               4256060,Food & Drink,Drinks, $(3.35),
11/23/2025,11/25/2025,THE MOOSE,Food & Drink,Drinks, $(19.64),
11/23/2025,11/25/2025,THE MOOSE,Food & Drink,Drinks, $(8.09),
11/23/2025,11/25/2025,THE MOOSE,Food & Drink,Drinks, $(8.09),
11/23/2025,11/25/2025,THE MOOSE,Food & Drink,Drinks, $(8.09),
11/23/2025,11/25/2025,THE MOOSE,Food & Drink,Drinks, $(8.09),
11/23/2025,11/24/2025,LS Avant Comptoir du M,Food & Drink,Dinner, $(33.22),
11/23/2025,11/24/2025,SNCF-VOYAGEURS,Travel,Sale, $(106.88),To Courchevel
11/23/2025,11/23/2025,Dott bike ride,Travel,Sale, $(1.56),
11/23/2025,11/23/2025,PRUNIERES,Food & Drink,Dinner, $(11.56),
11/23/2025,11/23/2025,THE GREEN LINNET,Food & Drink,Drinks, $(6.93),
11/23/2025,11/23/2025,IDFM,Travel,Sale, $(49.75),Technically Euros
11/24/2025,11/25/2025,Dott bike ride,Travel,Sale, $(1.56),
11/24/2025,11/25/2025,ERNEST ET VALENT,Food & Drink,Snacks, $(2.54),
11/24/2025,11/25/2025,ROYAL DE DIJON  2449541,Food & Drink,Dinner, $(10.40),
11/24/2025,11/25/2025,SC.FRANPRIX,Groceries,Sale, $(9.34),
11/24/2025,11/24/2025,Dott bike ride,Travel,Sale, $(1.56),
11/25/2025,11/26/2025,Dott bike ride,Travel,Sale, $(1.56),
11/25/2025,11/26/2025,Dott bike ride,Travel,Sale, $(1.56),
11/25/2025,11/26/2025,Chicken Stand,Groceries,Sale, $(13.86),
11/25/2025,11/26/2025,Eggs,Groceries,Sale, $(8.66),
11/25/2025,11/26/2025,Stisi Market,Groceries,Sale, $(8.33),
11/25/2025,11/26/2025,SC-COMPTOIR CHAR,Food & Drink,Drinks, $(7.39),
11/26/2025,11/27/2025,Dott bike ride,Travel,Sale, $(1.56),
11/26/2025,11/27/2025,Dott bike ride,Travel,Sale, $(1.56),
11/26/2025,11/27/2025,SUPERSONIC,Food & Drink,Drinks, $(9.27),
11/26/2025,11/27/2025,SUPERSONIC,Food & Drink,Drinks, $(9.27),
11/27/2025,11/28/2025,MONOPRIX,Groceries,Sale, $(28.07),
11/27/2025,11/28/2025,Dott bike ride,Travel,Sale, $(1.57),
11/27/2025,11/28/2025,ZETTLE_*AK HAIR,Health & Wellness,Sale, $(34.81),Haircut
11/27/2025,11/27/2025,Dott bike ride,Travel,Sale, $(1.57),
11/28/2025,11/30/2025,Dott bike ride,Travel,Sale, $(1.57),
11/28/2025,11/30/2025,LE CAFE DE LA GA,Food & Drink,Dinner, $(26.72),
11/29/2025,11/30/2025,Dott bike ride,Travel,Sale, $(1.57),
11/29/2025,11/30/2025,Dott bike ride,Travel,Sale, $(1.57),
11/29/2025,11/30/2025,SC.FRANPRIX,Groceries,Sale, $(12.62),
11/30/2025,12/1/2025,Dott bike ride,Travel,Sale, $(1.57),
11/30/2025,12/1/2025,ZETTLE_*REGENCE-MAISON,Entertainment,Sale, $(4.64),
11/30/2025,12/1/2025,2A WAGRAM,Food & Drink,Dinner, $(32.51),
11/30/2025,12/1/2025,Zettle_*REGENCE-Maison sa,Food & Drink,Drinks, $(9.29),
11/30/2025,12/1/2025,Zettle_*REGENCE-Maison sa,Food & Drink,Drinks, $(9.29),
11/30/2025,12/1/2025,TGTG,Food & Drink,Breakfast/Lunch, $(6.95),
11/30/2025,12/1/2025,TGTG,Groceries,Sale, $(5.21),
11/30/2025,12/1/2025,SC-PHANTOM,Food & Drink,Drinks, $(6.97),
11/30/2025,11/30/2025,Dott bike ride,Travel,Sale, $(1.57),
11/30/2025,11/30/2025,Dott bike ride,Travel,Sale, $(1.57),
12/1/2025,12/3/2025,Dott bike ride,Travel,Sale, $(1.57),
12/1/2025,12/3/2025,Dott bike ride,Travel,Sale, $(1.57),
12/1/2025,12/3/2025,THE MOOSE,Food & Drink,Drinks, $(42.96),
12/1/2025,12/3/2025,LIDL,Groceries,Sale, $(16.43),
12/1/2025,12/1/2025,Dott bike ride,Travel,Sale, $(1.57),
12/1/2025,12/1/2025,FOOD MERVEILLES,Food & Drink,Breakfast/Lunch, $(13.93),
12/2/2025,12/3/2025,SC.BOULANGERIE,Food & Drink,Snacks, $(1.51),
12/2/2025,12/3/2025,Dott bike ride,Travel,Sale, $(1.57),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(1.75),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(1.75),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(1.75),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(1.75),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(1.75),
12/2/2025,12/3/2025,PHISER 00165,Personal,Sale, $(7.57),
12/2/2025,12/3/2025,PARC LOUVIERE,Food & Drink,Dinner, $(29.13),
12/3/2025,12/4/2025,Dott wallet top up,Travel,Sale, $(5.81),
12/4/2025,12/5/2025,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
12/4/2025,12/5/2025,MONOPRIX,Groceries,Sale, $(12.79),
12/5/2025,12/7/2025,S3V,Entertainment,Sale, $(961.83),
12/5/2025,12/7/2025,DECATHLON       4192913,Shopping,Sale, $(39.70),
12/5/2025,12/7/2025,SDSD DEFENSE,Shopping,Sale, $(16.33),
12/5/2025,12/7/2025,LE CAFE DE LA GA,Food & Drink,Food, $(14.02),
12/5/2025,12/7/2025,SC-L'AGE D'OR,Food & Drink,Food, $(11.68),
12/6/2025,12/8/2025,DECATHLON TOLBIA2134725,Shopping,Sale, $(107.36),
12/6/2025,12/7/2025,rejim transport 4960323,Travel,Sale, $(87.55),
12/6/2025,12/7/2025,LA CORTONA,Food & Drink,Food, $(22.18),
12/6/2025,12/7/2025,LE NARVAL,Shopping,Sale, $(18.68),
12/6/2025,12/7/2025,PHARMACIE DU PAR2201597,Shopping,Sale, $(17.39),
12/6/2025,12/8/2025,AU PAIN DU CAVAL,Food & Drink,Food, $(9.34),
12/6/2025,12/7/2025,LA CORTONA,Food & Drink,Beer, $(9.34),
12/6/2025,12/7/2025,LIDL PARIS 13,Groceries,Sale, $(5.61),
12/6/2025,12/7/2025,Maison Kalios,Food & Drink,Food, $(3.39),
12/8/2025,12/9/2025,LA CORTONA,Food & Drink,Food, $(22.76),
12/8/2025,12/9/2025,LA CORTONA,Food & Drink,Beer, $(9.34),
12/8/2025,12/8/2025,Netflix.com,Bills & Utilities,Sale, $(9.33),
12/8/2025,12/9/2025,POLAR CAFE,Food & Drink,Food, $(5.25),
12/9/2025,12/10/2025,PROXI SUPERMARKET,Groceries,Sale, $(24.68),
12/9/2025,12/10/2025,LA CORTONA,Food & Drink,Beer, $(9.34),
12/11/2025,12/12/2025,LA PETITE BERGE,Food & Drink,Food, $(122.88),
12/12/2025,12/15/2025,CARREFOUR 1850,Groceries,Sale, $(91.91),
12/16/2025,12/17/2025,SKI BOUTIQUE,Shopping,Sale, $(294.25),
12/16/2025,12/17/2025,Spotify USA,Bills & Utilities,Sale, $(11.99),
12/19/2025,12/22/2025,CARREFOUR 1850,Groceries,Sale, $(19.76),
12/19/2025,12/21/2025,ANFRA,Food & Drink,Beer, $(10.59),
12/20/2025,12/22/2025,CARREFOUR 1850,Groceries,Sale, $(57.42),
12/20/2025,12/21/2025,PRENDS TA LUGE,Food & Drink,Beer, $(38.74),
12/20/2025,12/22/2025,PERLES DU PALAIS,Food & Drink,Food, $(30.52),
12/21/2025,12/22/2025,LA CORTONA,Food & Drink,Beer, $(32.28),
12/21/2025,12/22/2025,O BODEGA        2191544,Food & Drink,Beer, $(7.04),
12/22/2025,12/24/2025,CARREFOUR 1850,Groceries,Sale, $(17.71),
12/24/2025,12/25/2025,PERLES DU PALAIS,Groceries,Sale, $(40.13),
12/26/2025,12/29/2025,O BODEGA        2191544,Food & Drink,Beer, $(35.43),
12/26/2025,12/28/2025,PETITE CANTINE,Food & Drink,Food, $(29.53),
12/27/2025,12/29/2025,CARREFOUR 1850,Groceries,Sale, $(71.86),
12/28/2025,12/29/2025,LES P TITS PAPIERS,Shopping,Sale, $(14.16),
12/29/2025,12/30/2025,NYX*IDEALP,Groceries,Sale, $(2.12),
12/30/2025,1/1/2026,CARREFOUR 1850,Groceries,Sale, $(14.94),
12/31/2025,1/1/2026,BOWLING,Food & Drink,Beer, $(25.92),
1/2/2026,1/5/2026,CARREFOUR 1850,Groceries,Sale, $(40.27),
1/2/2026,1/4/2026,LA CORTONA,Food & Drink,Beer, $(30.58),
1/2/2026,1/4/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(12.35),
1/4/2026,1/5/2026,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
1/8/2026,1/8/2026,NETFLIX.COM,Bills & Utilities,Sale, $(9.35),
1/9/2026,1/11/2026,NYX*IDEALP,Groceries,Sale, $(1.40),
1/10/2026,1/11/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(15.75),
1/11/2026,1/13/2026,PIZZIAMO,Food & Drink,Food, $(29.45),
1/11/2026,1/13/2026,FUNKY FOX,Food & Drink,Beer, $(19.25),
1/11/2026,1/13/2026,PIZZIAMO,Food & Drink,Food, $(4.08),
1/12/2026,1/13/2026,LE CAVEAU,Food & Drink,Food, $(116.64),
1/12/2026,1/14/2026,CARREFOUR 1850,Groceries,Sale, $(33.79),
1/12/2026,1/13/2026,LA CORTONA,Food & Drink,Beer, $(9.33),
1/13/2026,1/14/2026,NYX*IDEALP,Groceries,Sale, $(1.40),
1/15/2026,1/18/2026,CARREFOUR 1850,Groceries,Sale, $(57.77),
1/15/2026,1/16/2026,alpes sports sc 4978480,Entertainment,Sale, $(9.33),
1/16/2026,1/18/2026,TABLE DU RUITOR,Food & Drink,Food, $(46.89),
1/16/2026,1/18/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(20.39),
1/16/2026,1/18/2026,PRENDS TA LUGE,Food & Drink,Beer, $(12.79),
1/16/2026,1/18/2026,Spotify USA,Bills & Utilities,Sale, $(11.99),
1/17/2026,1/19/2026,CARREFOUR 1850,Groceries,Sale, $(24.58),
1/19/2026,1/19/2026,LA CORTONA,Food & Drink,Food, $(27.91),
1/19/2026,1/20/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(15.70),
1/20/2026,1/22/2026,CARREFOUR 1850,Groceries,Sale, $(12.12),
1/23/2026,1/26/2026,CARREFOUR 1850,Groceries,Sale, $(18.61),
1/23/2026,1/25/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(15.87),
1/23/2026,1/25/2026,Swile,Food & Drink,Food, $(1.18),
1/24/2026,1/25/2026,PROXI SUPERMARKET,Groceries,Sale, $(25.41),
1/24/2026,1/25/2026,PRENDS TA LUGE,Food & Drink,Beer, $(23.67),
1/24/2026,1/25/2026,BOWLING,Entertainment,Sale, $(13.02),
1/24/2026,1/26/2026,REG COUR PATIN  2665620,Entertainment,Sale, $(11.84),
1/24/2026,1/25/2026,NYX*IDEALP,Groceries,Sale, $(2.13),
1/26/2026,1/27/2026,LA CORTONA,Food & Drink,Food, $(29.59),
1/26/2026,1/27/2026,LA CORTONA,Food & Drink,Beer, $(9.47),
1/27/2026,1/27/2026,LA CORTONA,Food & Drink,Food, $(29.77),
1/27/2026,1/27/2026,LA CORTONA,Food & Drink,Beer, $(9.53),
1/28/2026,1/29/2026,NYX*IDEALP,Groceries,Sale, $(2.17),
1/30/2026,2/1/2026,LW*SNCF CONNECT,Travel,Sale, $(86.87),
1/30/2026,2/1/2026,HELLOASSO* BILLETTERIE,Entertainment,Sale, $(16.80),
1/30/2026,2/1/2026,LAPOSTE G739200,Personal ,Sale, $(5.40),
1/30/2026,2/1/2026,LES P TITS PAPIERS,Shopping,Sale, $(4.80),
1/30/2026,2/1/2026,NYX*IDEALP,Groceries,Sale, $(1.32),
1/31/2026,2/2/2026,CARREFOUR 1850,Groceries,Sale, $(18.79),
1/31/2026,2/1/2026,HCMP,Food & Drink,Beer, $(16.77),
2/2/2026,2/3/2026,LA CORTONA,Food & Drink,Beer, $(20.36),
2/4/2026,2/5/2026,APPLE.COM/BILL,Bills & Utilities,Sale, $(2.99),
2/5/2026,2/8/2026,CARREFOUR 1850,Groceries,Sale, $(25.64),
2/6/2026,2/8/2026,TABAC COURCHEVEL,Shopping,Sale, $(34.88),
2/6/2026,2/8/2026,NYX*IDEALP,Groceries,Sale, $(2.13),
2/7/2026,2/8/2026,HELLOASSO* BILLETTERIE,Entertainment,Sale, $(16.56),
2/7/2026,2/8/2026,CHEZ LE GAULOIS,Food & Drink,Food, $(15.97),
